name,selling_price,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Mahindra KUV 100 mFALCON G80 K6 AW,400000,2016,14000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,6
Chevrolet Tavera Neo 3 9 Str BSIII,425000,2015,70000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,9
Maruti Ritz Genus VDi,311000,2010,94000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,75 bhp,5
Chevrolet Tavera Neo 3 10 Seats BSIII,509999,2015,197000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,10
Ford Figo 1.5D Trend MT,530000,2015,79000,Diesel,Individual,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,5
Skoda Octavia Rider 1.9 AT TDI,210000,2008,120000,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,5
Mahindra Marazzo M2 8Str BSIV,977000,2019,30000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,8
Maruti Wagon R VXI BS IV,440000,2018,20000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti Wagon R VXI BS IV,440000,2018,17000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Hyundai i20 1.2 Spotz,655000,2018,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Renault KWID RXT Optional,295000,2016,60000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Hyundai i20 1.2 Spotz,655000,2018,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Hyundai Getz 1.1 GLE,65000,2007,70000,Petrol,Individual,Manual,Third Owner,15.0 kmpl,1086 CC,66.6 bhp,5
Tata Hexa XT,1200000,2017,150000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7
Tata Hexa XM,1251000,2017,35000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7
Tata Indigo CS eLX BS IV,200000,2010,60000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,5
Hyundai i20 Active 1.4 SX with AVN,750000,2016,40000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5
Maruti Wagon R LXI CNG,400000,2018,60000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,5
Honda Amaze E i-VTEC,475000,2017,57000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,5
Tata Indigo VS,110000,2012,120000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1405 CC,70 bhp,5
Renault KWID 1.0 RXT 02 Anniversary Edition,350000,2017,30000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Maruti Swift Dzire Tour LDI,450000,2016,175000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Tata Indigo LX,150000,2010,90000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,5
Tata Indica V2 DLS,80000,2009,110000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,5
Hyundai i20 Magna 1.2,430000,2015,35000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Toyota Innova Crysta 2.4 ZX MT BSIV,1450000,2017,81000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,7
Chevrolet Cruze LTZ,360000,2011,100000,Diesel,Individual,Manual,First Owner,18.3 kmpl,1991 CC,147.9 bhp,5
Tata Hexa XTA,1445000,2017,60000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7
Honda City i DTec S,670000,2016,60000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,5
Mercedes-Benz GLA Class 200,2000000,2016,70000,Petrol,Individual,Automatic,First Owner,13.7 kmpl,1991 CC,183 bhp,5
Maruti Swift 1.3 VXi,175000,2010,83000,Petrol,Individual,Manual,Second Owner,,,,
Honda Amaze S i-Dtech,440000,2015,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Hyundai i20 1.4 CRDi Era,254999,2012,90000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5
Datsun GO Plus A Option Petrol,530000,2018,65000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,7
Mahindra XUV500 W4 1.99 mHawk,890000,2016,40000,Diesel,Individual,Manual,Second Owner,16.0 kmpl,1997 CC,140 bhp,7
Volkswagen Polo Diesel Comfortline 1.2L,280000,2013,80000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5
Maruti Swift Dzire AMT ZXI,725000,2017,35000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5
Mahindra TUV 300 T8,700000,2016,30000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Maruti Zen Estilo LXI BSIII,90000,2007,70000,Petrol,Individual,Manual,First Owner,18.2 kmpl,998 CC,67.1 bhp,5
Hyundai i10 Magna 1.1L,287000,2015,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5
Hyundai Creta 1.6 SX Automatic,1380000,2018,55000,Petrol,Individual,Automatic,First Owner,14.8 kmpl,1591 CC,121.3 bhp,5
Toyota Innova 2.5 G (Diesel) 7 Seater,750000,2013,80000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Hyundai Verna 1.4 VTVT,650000,2016,40000,Petrol,Individual,Manual,First Owner,17.43 kmpl,1396 CC,105.5 bhp,5
Maruti Wagon R LXI BS IV,240000,2013,108916,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5
Hyundai EON Magna Optional,290000,2013,40000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5
Hyundai EON Era Plus,229999,2014,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Honda City i DTec VX,1000000,2016,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5
Hyundai Santro Xing GL Plus,200000,2012,90000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,5
Maruti Alto LX,90000,2004,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,5
Hyundai i20 1.4 CRDi Asta,330000,2012,90000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5
Maruti Ritz VDi ABS,200000,2009,70000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Mahindra KUV 100 D75 K4 Plus,420000,2018,31000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6
Maruti Swift Dzire VDi,260000,2009,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Hyundai i20 Sportz 1.2,590000,2016,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Maruti Swift VDI BSIV,545000,2015,180000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5
Maruti Wagon R LXI BS IV,210000,2011,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5
Honda City 2017-2020 GXi,185000,2008,110000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5
Maruti Wagon R LXI,125000,2006,59000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5
Hyundai EON Magna Plus,280000,2014,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5
Hyundai Santro Xing XO,99000,2005,89500,Petrol,Individual,Manual,First Owner,,,,
Maruti Wagon R VXI,98000,2005,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5
Tata Indica Vista Aqua 1.4 TDI,100000,2009,190000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,5
Mahindra Verito Vibe 1.5 dCi D4,250000,2013,180000,Diesel,Individual,Manual,First Owner,20.8 kmpl,1461 CC,64.1 bhp,5
Toyota Fortuner 3.0 Diesel,750000,2010,150000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7
Chevrolet Optra Magnum 2.0 LS,160000,2007,130000,Diesel,Individual,Manual,Second Owner,16.52 kmpl,1991 CC,123.7 bhp,5
Hyundai Verna 1.6 CRDi EX AT,509999,2013,120000,Diesel,Individual,Automatic,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,5
Tata Indica V2 DL,95000,2009,80000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,5
Hyundai Verna 1.6 SX CRDi (O),525000,2014,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Datsun RediGO 1.0 T Option,278000,2017,20000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,5
Maruti 800 AC,50000,1997,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4
Volkswagen Polo Diesel Highline 1.2L,254999,2011,120000,Diesel,Individual,Manual,Third Owner,22.07 kmpl,1199 CC,73.9 bhp,5
Maruti Swift Dzire VXI 1.2,675000,2019,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5
Maruti Swift Dzire VDI,600000,2016,147000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,950000,2018,51000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5
Honda City 2017-2020 GXi,229999,2007,60000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,5
Toyota Innova 2.5 G4 Diesel 8-seater,600000,2009,220000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,8
Maruti Alto 800 VXI Optional,330000,2017,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5
Maruti Alto K10 VXI,350000,2017,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Volkswagen Polo 1.2 MPI Comfortline,560000,2016,35000,Petrol,Individual,Manual,First Owner,16.2 kmpl,1199 CC,74 bhp,5
Maruti Wagon R VXI BS IV,440000,2017,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti A-Star Vxi,220000,2011,90000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,5
Maruti Swift Dzire ZDI,750000,2017,110000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Mahindra XUV500 W6 2WD,800000,2015,140000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Tata Indica V2 DLX,59259,2007,104000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,5
Maruti Baleno Zeta Automatic,740000,2018,9000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Maruti Ignis 1.2 AMT Zeta BSIV,570000,2019,19000,Petrol,Individual,Automatic,Second Owner,20.89 kmpl,1197 CC,81.80 bhp,5
Maruti Wagon R AMT VXI,430000,2017,20000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5
Maruti Vitara Brezza ZDi Plus Dual Tone,800000,2016,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Hyundai Grand i10 CRDi Sportz,450000,2015,53000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,5
Maruti Swift Dzire VDI,420000,2013,105000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5
Mahindra Thar DI 4X4 PS,750000,2015,16000,Diesel,Individual,Manual,First Owner,18.06 kmpl,2523 CC,63 bhp,7
Maruti Baleno RS 1.0 Petrol,780000,2019,7200,Petrol,Individual,Manual,First Owner,21.1 kmpl,998 CC,100.5 bhp,5
Volkswagen Polo Diesel Comfortline 1.2L,320000,2011,77000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5
Mahindra KUV 100 D75 K8 Dual Tone,690000,2017,40000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6
Maruti Swift Dzire ZDi,375000,2012,70000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Ford Figo 1.2P Sports Edition MT,620000,2017,50000,Petrol,Individual,Manual,First Owner,18.12 kmpl,1196 CC,86.8 bhp,5
Hyundai Santro Xing GL Plus LPG,300000,2015,85000,LPG,Individual,Manual,First Owner,13.45 km/kg,1086 CC,62.1 bhp,5
Maruti Eeco 7 Seater Standard BSIV,370000,2016,58000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,7
Mahindra Thar 4X4,770000,2013,85000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,7
Hyundai Xcent 1.2 Kappa S Option,500000,2014,65000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,81.86 bhp,5
Mahindra KUV 100 mFALCON D75 K2,450000,2017,120000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6
Hyundai Santro Xing GL Plus,195000,2013,50000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,5
Maruti Wagon R AMT VXI Option,472000,2018,30000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5
Maruti Alto K10 VXI,250000,2014,58000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,5
Chevrolet Beat Diesel,165000,2011,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,5
Tata Zest Quadrajet 1.3 XT,525000,2018,110000,Diesel,Individual,Manual,Second Owner,20.65 kmpl,1248 CC,88.7 bhp,5
Maruti Wagon R LXI,145000,2003,65000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,5
Tata Indica Vista Quadrajet 90 VX,325000,2013,100000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,88.8 bhp,5
Mahindra Bolero Power Plus ZLX,660000,2017,60000,Diesel,Individual,Manual,Second Owner,16.5 kmpl,1493 CC,70 bhp,7
Ford Classic 1.4 Duratorq CLXI,310000,2014,90000,Diesel,Individual,Manual,Second Owner,19.68 kmpl,1399 CC,67 bhp,5
Mahindra Bolero SLX 4WD BSIII,250000,2008,200000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7
Ford Classic 1.4 Duratorq CLXI,330000,2014,100000,Diesel,Individual,Manual,Second Owner,19.68 kmpl,1399 CC,67 bhp,5
Ford Figo Diesel Titanium,250000,2012,80000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5
Mahindra NuvoSport N8 AMT,650000,2017,60000,Diesel,Individual,Automatic,First Owner,17.45 kmpl,1493 CC,100 bhp,7
Maruti Alto K10 VXI,305000,2016,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Maruti Ciaz VDi Plus,600000,2015,50000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,5
Maruti Wagon R LXI Optional,280000,2015,110000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Tata Indigo CR4,153000,2011,50000,Diesel,Individual,Manual,Second Owner,23.57 kmpl,1396 CC,70 bhp,5
Mahindra TUV 300 mHAWK100 T8,700000,2018,30000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Renault KWID RXL,325000,2017,40000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Maruti Alto K10 VXI,305000,2016,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Maruti 800 AC,155000,2006,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4
Maruti Alto K10 2010-2014 VXI,235000,2012,80000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,5
Tata Indica DLS,60000,2005,100000,Diesel,Individual,Manual,Fourth & Above Owner,,,,
Maruti Swift VXI Optional,500000,2016,15000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Mahindra Bolero DI,120000,2004,150000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Maruti Estilo LXI,155000,2009,63000,Petrol,Individual,Manual,Third Owner,,,,
Skoda Rapid 1.5 TDI AT Style Plus,675000,2016,88000,Diesel,Dealer,Automatic,First Owner,21.66 kmpl,1498 CC,103.52 bhp,5
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,950000,2014,80000,Diesel,Dealer,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Mahindra XUV500 W5 BSIV,1051000,2018,59865,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,7
Volkswagen Polo 2015-2019 GT 1.5 TDI,591000,2016,60000,Diesel,Dealer,Manual,First Owner,21.49 kmpl,1498 CC,108.5 bhp,5
Hyundai i20 Asta 1.4 CRDi,585000,2015,72000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Honda City i-VTEC CVT ZX,1025000,2017,68140,Petrol,Dealer,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,5
Maruti Swift VDI,450000,2014,53190,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5
Hyundai i20 2015-2017 Sportz 1.4 CRDi,484999,2014,70100,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Honda Jazz 1.5 S i DTEC,650000,2018,47725,Diesel,Dealer,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,5
Maruti Swift Dzire VDI,434999,2014,70195,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Ford Figo Diesel EXI,195000,2011,77395,Diesel,Dealer,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5
Mahindra Marazzo M2 8Str BSIV,1000000,2019,17000,Diesel,Dealer,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,8
Hyundai Elantra CRDi SX Option AT,650000,2013,64000,Diesel,Dealer,Automatic,First Owner,14.62 kmpl,1498 CC,113.42 bhp,5
Chevrolet Beat Diesel LS,190000,2014,74321,Diesel,Dealer,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,5
Maruti Swift Dzire ZDI,409999,2013,80235,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Hyundai Creta 1.6 CRDi AT SX Plus,1050000,2016,77150,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,5
Volkswagen Vento 1.5 TDI Highline Plus AT,651000,2015,69000,Diesel,Dealer,Automatic,First Owner,22.15 kmpl,1498 CC,108.6 bhp,5
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,650000,2015,57000,Diesel,Dealer,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,5
Skoda Rapid 1.5 TDI Ambition Plus,750000,2017,89000,Diesel,Dealer,Manual,First Owner,21.14 kmpl,1498 CC,103.6 bhp,5
Volkswagen Passat Highline DSG S (Spl. Edition),799000,2012,61100,Diesel,Dealer,Automatic,First Owner,14.3 kmpl,1968 CC,140 bhp,5
Skoda Octavia Ambiente 1.9 TDI,355000,2010,116000,Diesel,Individual,Manual,First Owner,18.7 kmpl,1896 CC,66 bhp,5
Hyundai Verna 1.6 CRDi S Option,600000,2015,80000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.32 bhp,5
Maruti Swift VDI,685000,2018,26000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5
Maruti Swift LDI,509999,2018,100000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5
Maruti Alto Green LXi (CNG),150000,2012,82300,CNG,Individual,Manual,Second Owner,26.83 km/kg,796 CC,38.4 bhp,5
Maruti Swift Dzire Vdi BSIV,650000,2017,82050,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Toyota Etios VD,400000,2012,74500,Diesel,Individual,Manual,First Owner,,,,
Mahindra XUV500 W8 4WD,675000,2012,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7
Renault KWID AMT,319000,2018,30000,Petrol,Individual,Automatic,First Owner,24.04 kmpl,999 CC,67 bhp,5
Honda Amaze S Petrol BSIV,640000,2019,6000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,5
Hyundai i20 1.2 Asta,650000,2017,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Maruti Ertiga VDI,650000,2015,70000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Maruti Alto Green LXi (CNG),155000,2010,70000,CNG,Individual,Manual,Second Owner,26.83 km/kg,796 CC,38.4 bhp,5
Maruti Ertiga VDI,650000,2015,70000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Maruti Swift Ldi BSIII,175000,2008,120000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,5
Hyundai Grand i10 CRDi SportZ Edition,375000,2014,76000,Diesel,Individual,Manual,Third Owner,24.0 kmpl,1120 CC,70 bhp,5
Hyundai Grand i10 CRDi Asta,430000,2014,80000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,5
Tata Indica V2 DLS,65000,2008,110000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,5
Hyundai Accent GLS,150000,2009,70000,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,5
Hyundai i20 Active S Petrol,620000,2019,13000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5
Ford Classic 1.6 Duratec CLXI,250000,2013,60000,Petrol,Individual,Manual,Second Owner,14.09 kmpl,1596 CC,99.6 bhp,5
Maruti Ritz VDi,275000,2011,165000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,454000,2013,120000,Diesel,Individual,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,10
Mahindra TUV 300 T4,600000,2017,30000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,7
Volkswagen Vento Diesel Comfortline,400000,2011,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,5
Mahindra Renault Logan 1.5 DLE Diesel,180000,2007,187000,Diesel,Individual,Manual,Second Owner,19.2 kmpl,1461 CC,65 bhp,5
Maruti Vitara Brezza VDi,750000,2016,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Maruti Swift VXI Optional,500000,2016,40000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Audi Q3 2.0 TDI Quattro Premium Plus,2825000,2017,22000,Diesel,Dealer,Automatic,First Owner,15.73 kmpl,1968 CC,174.33 bhp,5
Honda Civic ZX Diesel BSIV,2125000,2020,5500,Diesel,Dealer,Manual,First Owner,26.8 kmpl,1597 CC,118 bhp,5
BMW X1 sDrive20d M Sport,3350000,2018,18000,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1998 CC,190 bhp,5
Honda Jazz VX CVT,840000,2019,1500,Petrol,Individual,Automatic,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5
Honda Mobilio RS Option i DTEC,1000000,2015,46000,Diesel,Individual,Manual,First Owner,24.5 kmpl,1498 CC,98.6 bhp,7
Maruti Baleno Alpha 1.3,740000,2017,24400,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,1290000,2018,29899,Diesel,Dealer,Automatic,First Owner,22.15 kmpl,1498 CC,108.6 bhp,5
Toyota Innova Crysta 2.8 GX AT 8S BSIV,1800000,2018,20000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,8
Hyundai Grand i10 Nios Sportz,775000,2020,2000,Petrol,Dealer,Manual,First Owner,20.7 kmpl,1197 CC,81.86 bhp,5
Renault Lodgy 85PS RxL,695000,2017,34000,Diesel,Dealer,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,8
Hyundai Elite i20 Asta Option CVT BSIV,730000,2018,31000,Petrol,Dealer,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,5
Chevrolet Trailblazer LTZ 4X2 AT,1295000,2016,46000,Diesel,Dealer,Automatic,Second Owner,11.45 kmpl,2776 CC,197.2 bhp,7
Isuzu MU 7 AT Premium,1160000,2016,121000,Diesel,Dealer,Automatic,First Owner,12.08 kmpl,2999 CC,161 bhp,7
Mercedes-Benz GLC 220d 4MATIC,3300000,2017,60000,Diesel,Dealer,Automatic,First Owner,0.0 kmpl,1950 CC,194 bhp,5
Hyundai Santro Asta BSIV,540000,2018,7000,Petrol,Dealer,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5
Maruti Celerio ZXI Optional AMT BSIV,434999,2016,10000,Petrol,Dealer,Automatic,First Owner,23.1 kmpl,998 CC,67.04 bhp,5
Mercedes-Benz GL-Class 220d 4MATIC Sport,4600000,2018,6000,Diesel,Dealer,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,5
Force Gurkha Hard Top BS3 4WD,910000,2018,20000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,2596 CC,80.8 bhp,5
Hyundai Creta 1.6 CRDi SX,850000,2015,59235,Diesel,Dealer,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5
BMW X4 M Sport X xDrive20d,5800000,2019,21000,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
Honda Amaze S i-Dtech,520000,2014,48000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Mahindra Xylo D4,650000,2018,114000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,7
Maruti Swift Dzire LDi,430000,2011,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Hyundai i20 Magna Optional 1.4 CRDi,360000,2013,144000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.8 bhp,5
Hyundai i20 Magna Optional 1.4 CRDi,350000,2013,144000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.8 bhp,5
